ImageNr,site,well,plate,plate_acquisition_id,batch_id,compound_id,pert_type,moa,selected_mechanism,valid,train,test
33238,7,C19,P015090,1327,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
33239,8,C19,P015090,1327,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
47714,3,F02,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
47712,1,F02,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,True,False,False
47716,5,F02,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,True,False,False
47718,7,F02,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
47713,2,F02,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48910,7,M04,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48908,5,M04,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,True,False,False
48906,3,M04,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48911,8,M04,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48909,6,M04,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48907,4,M04,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48904,1,M04,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48905,2,M04,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48272,1,I09,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48277,6,I09,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48279,8,I09,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48276,5,I09,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48278,7,I09,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48273,2,I09,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48275,4,I09,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48274,3,I09,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,True,False,False
47139,4,B14,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
47141,6,B14,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
47138,3,B14,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
47137,2,B14,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
47140,5,B14,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
47136,1,B14,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
47142,7,B14,P015096,1330,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
49177,2,N17,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
49180,5,N17,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
49179,4,N17,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
49183,8,N17,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
49182,7,N17,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
49181,6,N17,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
49178,3,N17,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48531,4,J20,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48535,8,J20,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,True,False,False
48533,6,J20,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,True,False
48534,7,J20,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,True,False,False
48530,3,J20,P015096,1330,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,True,False,False
36579,4,I17,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
37093,6,L18,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
37094,7,L18,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36583,8,I17,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
37090,3,L18,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36582,7,I17,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
36578,3,I17,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,True,False,False
36580,5,I17,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
36581,6,I17,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,True,False,False
37091,4,L18,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36577,2,I17,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
37092,5,L18,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
37089,2,L18,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36586,3,I18,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36590,7,I18,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36587,4,I18,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35757,6,D19,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
35758,7,D19,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
36591,8,I18,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36584,1,I18,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35753,2,D19,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
35752,1,D19,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
35759,8,D19,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
36589,6,I18,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35754,3,D19,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
36585,2,I18,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36588,5,I18,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35755,4,D19,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,True,False,False
35929,2,E20,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35931,4,E20,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35928,1,E20,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35935,8,E20,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35930,3,E20,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36453,6,H22,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
36451,4,H22,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
36448,1,H22,P015091,1343,BJ1898419,CBK291055,trt,HDAC inhibitor,HDAC inhibitor,False,True,False
17989,6,K03,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
17985,2,K03,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
18332,5,M04,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
17990,7,K03,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
17988,5,K03,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
18330,3,M04,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
18334,7,M04,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
18329,2,M04,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
17986,3,K03,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
17987,4,K03,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
18335,8,M04,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
18328,1,M04,P015083,1336,BJ1895659,CBK201112,trt,selective serotonin reuptake inhibitor (SSRI),DILI,False,True,False
16501,6,B06,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,False,True,False
16497,2,B06,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,False,True,False
16496,1,B06,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,True,False,False
16499,4,B06,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,True,False,False
16502,7,B06,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,False,True,False
16503,8,B06,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,False,True,False
35624,1,D03,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35627,4,D03,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35628,5,D03,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35626,3,D03,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35630,7,D03,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35631,8,D03,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35629,6,D03,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
35625,2,D03,P015091,1343,BJ1898265,CBK290547,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36314,3,H05,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36316,5,H05,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36312,1,H05,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36313,2,H05,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36315,4,H05,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36319,8,H05,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36318,7,H05,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
36317,6,H05,P015091,1343,BJ1898372,CBK290816,trt,HDAC inhibitor,HDAC inhibitor,False,False,True
40108,5,B17,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,True,False
41958,7,M17,P015093,1344,BJ1899063,CBK309572,trt,DNA methyltransferase inhibitor|RNA synthesis inhibitor,methyltransferase inhibitor,True,False,False
41957,6,M17,P015093,1344,BJ1899063,CBK309572,trt,DNA methyltransferase inhibitor|RNA synthesis inhibitor,methyltransferase inhibitor,False,True,False
41955,4,M17,P015093,1344,BJ1899063,CBK309572,trt,DNA methyltransferase inhibitor|RNA synthesis inhibitor,methyltransferase inhibitor,False,True,False
40111,8,B17,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,True,False,False
41135,8,H19,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,True,False
41809,2,L20,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
41811,4,L20,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
41810,3,L20,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
41812,5,L20,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
41134,7,H19,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,True,False
41131,4,H19,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,True,False,False
41808,1,L20,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
41128,1,H19,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,True,False
41491,4,J22,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
40309,6,C21,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41495,8,J22,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
40306,3,C21,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
40307,4,C21,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41494,7,J22,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
40305,2,C21,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41492,5,J22,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
41493,6,J22,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
40310,7,C21,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
40308,5,C21,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
40311,8,C21,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41489,2,J22,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
41490,3,J22,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
41488,1,J22,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,True
42181,6,O03,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41860,5,M05,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,True,False
40513,2,E05,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41367,8,J06,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
40517,6,E05,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41858,3,M05,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,True,False
41863,8,M05,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,True,False
41857,2,M05,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,True,False
41862,7,M05,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,True,False
40518,7,E05,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41859,4,M05,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,True,False
40514,3,E05,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
40512,1,E05,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41366,7,J06,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
40515,4,E05,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
40519,8,E05,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
40516,5,E05,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41362,3,J06,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41204,5,I07,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,True,False,False
41203,4,I07,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,True,False
41717,6,L08,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41715,4,L08,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41718,7,L08,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41714,3,L08,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41205,6,I07,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,True,False
41206,7,I07,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,True,False,False
41200,1,I07,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,True,False
41716,5,L08,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41201,2,I07,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,True,False
41712,1,L08,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41713,2,L08,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
41719,8,L08,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,True
17880,1,J11,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,False,True,False
17882,3,J11,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,True,False,False
17885,6,J11,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,False,True,False
17887,8,J11,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,False,True,False
17884,5,J11,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,False,True,False
17886,7,J11,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,True,False,False
17883,4,J11,P015083,1336,BJ1896697,CBK200501,trt,bacterial cell wall synthesis inhibitor,DILI,True,False,False
